country,sect,t,source,outp,outpd,outptt,gvco,gvcobp,gvcofp,gvcomix,outpd%,outptt%,gvco%,gvcobp%,gvcofp%,gvcomix%,outpd_diff,outptt_diff,gvco_diff,gvcobp_diff,gvcofp_diff,gvcomix_diff
ARG,6,2016,tiva,88960.85973,65824.70412,19627.12897,3509.026643,1326.051854,535.1553656,1647.819423,0.739928822,0.220626566,0.039444613,0.014906014,0.006015627,0.018522971,-0.029037645,0.025010374,0.004027272,0.001516429,0.000515549,0.001995293
ARG,6,2017,tiva,96302.26536,72501.74525,19976.74681,3823.773301,1508.722846,569.4170501,1745.633405,0.752856072,0.207437974,0.039705954,0.015666535,0.005912811,0.018126608,0.01292725,-0.013188592,0.000261341,0.000760521,-0.000102816,-0.000396363
ARG,6,2018,tiva,80077.75323,56082.70395,19672.84286,4322.206415,1879.971599,617.4076242,1824.827192,0.700353115,0.245671764,0.053975121,0.023476827,0.007710102,0.022788192,-0.052502957,0.03823379,0.014269167,0.007810292,0.001797291,0.004661584
ARG,6,2019,tiva,75101.99475,50209.89244,20676.41059,4215.69172,1612.419159,642.110102,1961.162459,0.668556043,0.275311071,0.056132886,0.021469725,0.008549841,0.02611332,-0.031797072,0.029639307,0.002157765,-0.002007102,0.000839739,0.003325128
ARG,6,2020,tiva,71792.41765,50229.70158,18191.56985,3371.146222,1250.897962,538.6247732,1581.623487,0.699651902,0.253391242,0.046956856,0.017423817,0.00750253,0.022030509,0.031095859,-0.021919829,-0.00917603,-0.004045908,-0.001047311,-0.004082811
ARG,10,1995,tiva,8680.699956,6987.003767,1397.562337,296.1338514,61.86386255,33.02867086,201.241318,0.804889445,0.160996503,0.034114052,0.007126598,0.00380484,0.023182614,,,,,,
ARG,10,1996,tiva,9218.232201,7318.334136,1565.262068,334.6359973,75.42707499,35.82276631,223.386156,0.793897786,0.169800677,0.036301537,0.00818238,0.003886078,0.02423308,-0.010991659,0.008804174,0.002187485,0.001055782,0.000081238,0.001050466
ARG,10,1997,tiva,7241.822864,5604.466719,1349.009896,288.3462483,63.97687712,44.00292754,180.3664437,0.773902762,0.186280433,0.039816805,0.008834361,0.006076223,0.024906221,-0.019995024,0.016479756,0.003515268,0.000651981,0.002190145,0.000673141
ARG,10,1998,tiva,7014.004611,5154.918929,1509.016654,350.0690276,79.39314209,54.22140853,216.454477,0.734946613,0.215143379,0.049910008,0.011319232,0.00773045,0.030860327,-0.038956149,0.028862946,0.010093203,0.002484871,0.001654227,0.005954106
ARG,10,1999,tiva,7298.569243,5335.182311,1577.674149,385.7127831,78.92087136,57.22648697,249.5654248,0.730990162,0.216162113,0.052847725,0.010813198,0.007840782,0.034193746,-0.003956451,0.001018734,0.002937717,-0.000506034,0.000110332,0.003333419
ARG,10,2000,tiva,9439.692036,6719.83063,2160.952926,558.9084805,96.43665952,72.07454643,390.3972746,0.711869689,0.228921973,0.059208338,0.010216081,0.007635265,0.041356993,-0.019120473,0.01275986,0.006360613,-0.000597117,-0.000205517,0.007163247
ARG,10,2001,tiva,9338.763848,6444.595813,2271.896274,622.2717606,99.65320333,79.1812949,443.4372624,0.690090885,0.24327591,0.066633204,0.01067092,0.008478777,0.047483507,-0.021778804,0.014353937,0.007424866,0.000454839,0.000843512,0.006126514
ARG,10,2002,tiva,6447.219768,3029.75833,2630.457708,787.0037301,81.45062635,83.73360732,621.8194964,0.469932535,0.407998766,0.122068699,0.01263345,0.012987553,0.096447697,-0.22015835,0.164722856,0.055435495,0.00196253,0.004508776,0.04896419
ARG,10,2003,tiva,7264.144356,3354.89363,3012.932651,896.3180749,98.84803212,116.2589157,681.2111271,0.461842919,0.414767728,0.123389353,0.013607664,0.016004489,0.093777201,-0.008089616,0.006768962,0.001320654,0.000974214,0.003016936,-0.002670496
ARG,10,2004,tiva,8030.353501,3418.859086,3445.297904,1166.19651,119.3885988,198.3688162,848.4390954,0.425742041,0.429034401,0.145223558,0.014867166,0.024702377,0.105654016,-0.036100878,0.014266673,0.021834205,0.001259502,0.008697888,0.011876815
ARG,10,2005,tiva,8279.021288,3484.791741,3593.404489,1200.825058,125.4232509,197.0911362,878.3106714,0.420918321,0.434037353,0.145044325,0.015149526,0.023806091,0.106088708,-0.00482372,0.005002952,-0.000179233,0.00028236,-0.000896286,0.000434692
ARG,10,2006,tiva,8354.983517,3503.769324,3675.253149,1175.961044,120.7449593,197.1426739,858.0734109,0.419362805,0.43988754,0.140749655,0.014451849,0.023595818,0.102701987,-0.001555516,0.005850187,-0.00429467,-0.000697677,-0.000210273,-0.003386721
ARG,10,2007,tiva,9087.328092,3627.050655,4056.45567,1403.821767,173.0274973,212.36383,1018.43044,0.399132794,0.44638596,0.154481246,0.019040525,0.023369227,0.112071494,-0.020230011,0.00649842,0.013731591,0.004588676,-0.000226591,0.009369507
ARG,10,2008,tiva,11183.74252,4527.284434,4862.831808,1793.626277,230.2673877,256.6609226,1306.697967,0.40480943,0.434812568,0.160378002,0.020589475,0.022949466,0.11683906,0.005676636,-0.011573392,0.005896756,0.00154895,-0.000419761,0.004767566
ARG,10,2009,tiva,10626.23981,5803.571188,3731.89887,1090.76975,132.2454195,151.5523133,806.9720172,0.546154735,0.35119656,0.102648704,0.012445176,0.014262083,0.075941446,0.141345305,-0.083616008,-0.057729298,-0.008144299,-0.008687383,-0.040897614
ARG,10,2010,tiva,13730.3364,7660.723397,4540.502068,1529.110936,200.0747286,203.1883848,1125.847823,0.557941421,0.330691247,0.111367332,0.014571728,0.0147985,0.081997104,0.011786686,-0.020505313,0.008718628,0.002126552,0.000536417,0.006055658
ARG,10,2011,tiva,16795.43351,9140.281774,5560.492436,2094.6593,310.4677075,265.3556802,1518.835913,0.544212316,0.331071683,0.124716001,0.018485245,0.015799275,0.09043148,-0.013729105,0.000380436,0.013348669,0.003913517,0.001000775,0.008434376
ARG,10,2012,tiva,19862.22878,11833.93477,5937.42201,2090.871997,298.7913627,269.0362801,1523.044354,0.59580095,0.2989303,0.10526875,0.015043194,0.01354512,0.076680436,0.051588634,-0.032141383,-0.019447251,-0.003442051,-0.002254155,-0.013751044
ARG,10,2013,tiva,20363.92739,13001.11331,5516.618739,1846.195337,285.7041351,219.758908,1340.732294,0.638438405,0.270901513,0.090660082,0.014029913,0.010791578,0.065838591,0.042637455,-0.028028787,-0.014608668,-0.001013281,-0.002753542,-0.010841845
ARG,10,2014,tiva,20984.05853,14063.84189,5263.781005,1656.435638,240.6547163,204.6704836,1211.110438,0.670215529,0.25084666,0.078937811,0.011468454,0.009753618,0.057715739,0.031777124,-0.020054853,-0.011722271,-0.002561459,-0.00103796,-0.008122852
ARG,10,2015,tiva,20400.97303,14479.53961,4629.497778,1291.935648,202.88055,155.9897838,933.0653142,0.7097475,0.226925342,0.063327158,0.009944651,0.007646193,0.045736314,0.039531971,-0.023921318,-0.015610653,-0.001523803,-0.002107425,-0.011979425
ARG,10,2016,tiva,17395.11606,11948.77923,4240.973896,1205.362933,220.698548,110.0963001,874.5680849,0.686904255,0.243802564,0.069293181,0.012687386,0.00632915,0.050276646,-0.022843245,0.016877222,0.005966023,0.002742735,-0.001317043,0.004540332
ARG,10,2017,tiva,18947.51678,13031.74618,4625.530883,1290.239709,252.6980516,94.78971228,942.7519447,0.687781219,0.24412333,0.068095451,0.013336737,0.005002751,0.049755963,0.000876964,0.000320766,-0.00119773,0.000649351,-0.001326399,-0.000520683
ARG,10,2018,tiva,18102.43551,11955.80192,4655.782691,1490.850901,265.9786382,128.1404587,1096.731804,0.660452673,0.257190956,0.082356371,0.014692975,0.007078631,0.060584765,-0.027328546,0.013067626,0.01426092,0.001356238,0.00207588,0.010828802
